query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1401,122,194754.18,200024.83,617.569,11.48360655737705,0.9984,2,2.0329216666958275e-05,6,2.0329216666958275e-05,12,0.0002439506000034993
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1243.749,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1890,160,41630.83,200840.25,667.047,11.8125,0.9984,2,2.666126775994528e-05,6,2.6661267759945277e-05,12,0.0003199352131193434
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1294.404,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2377,193,41630.83,201651.29,653.138,12.316062176165802,0.9984,2,3.216015423543399e-05,6,3.216015423543399e-05,12,0.00038592185082520793
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 473500;",728,36,1000.0,38119.8,111.934,20.22222222222222,0.0258,0,2.4e-05,4,2.4e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 473500;",728,36,38050.79,43252.97,126.9,20.22222222222222,0.0258,1,2.4e-05,4,2.4e-05,4,9.6e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,402.73,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192553.22,197212.7,536.95,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,441.534,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",419,25,193211.12,197991.25,573.348,16.76,0.9984,2,4.16582308749145e-06,6,4.16582308749145e-06,12,4.99898770498974e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,534.844,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",907,69,193978.84,198964.87,640.009,13.144927536231885,0.9984,2,1.14976717214764e-05,6,1.14976717214764e-05,12,0.0001379720606577168
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1130.454,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1401,122,194754.18,200024.83,611.387,11.48360655737705,0.9984,2,2.0329216666958275e-05,6,2.0329216666958275e-05,12,0.0002439506000034993
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1207.713,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1890,160,41630.83,200840.25,678.415,11.8125,0.9984,2,2.666126775994528e-05,6,2.6661267759945277e-05,12,0.0003199352131193434
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1296.305,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2377,193,41630.83,201651.29,653.436,12.316062176165802,0.9984,2,3.216015423543399e-05,6,3.216015423543399e-05,12,0.00038592185082520793
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 473500;",39,1,1000.0,38050.9,111.297,39.0,0.0258,0,6.666666666666667e-07,4,1e-06,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 473500;",39,1,38047.2,43257.42,128.085,39.0,0.0258,1,6.666666666666667e-07,4,1e-06,4,2.666666666666667e-06
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,372.639,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192553.22,197212.7,533.196,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,438.889,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",419,25,193211.12,197991.25,565.389,16.76,0.9984,2,4.16582308749145e-06,6,4.16582308749145e-06,12,4.99898770498974e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,505.647,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",907,69,193978.84,198964.87,592.375,13.144927536231885,0.9984,2,1.14976717214764e-05,6,1.14976717214764e-05,12,0.0001379720606577168
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1117.113,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1401,122,194754.18,200024.83,621.087,11.48360655737705,0.9984,2,2.0329216666958275e-05,6,2.0329216666958275e-05,12,0.0002439506000034993
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1195.924,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1890,160,41630.83,200840.25,631.277,11.8125,0.9984,2,2.666126775994528e-05,6,2.6661267759945277e-05,12,0.0003199352131193434
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1302.76,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 473500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2377,193,41630.83,201651.29,675.069,12.316062176165802,0.9984,2,3.216015423543399e-05,6,3.216015423543399e-05,12,0.00038592185082520793
"SELECT *
    FROM orders
    WHERE o_totalprice > 476000;",1195,75,1000.0,36604.0,121.321,15.933333333333334,0.0258,0,5e-05,2,5e-05,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 476000;",584,39,1000.0,38105.4,118.162,14.974358974358974,0.0258,0,2.6e-05,4,2.6e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 476000;",584,39,38050.04,43237.57,128.399,14.974358974358974,0.0258,1,2.6e-05,4,2.6e-05,4,0.000104
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,419.835,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",1,0,192551.64,197211.13,556.861,1.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,442.788,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",334,25,193208.94,197980.42,575.876,13.36,0.9984,2,4.16582308749145e-06,6,4.16582308749145e-06,12,4.99898770498974e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,506.478,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",724,65,193976.0,198943.41,598.006,11.138461538461538,0.9984,2,1.0831140027477767e-05,6,1.0831140027477767e-05,12,0.00012997368032973322
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1127.761,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1118,111,194750.64,199992.5,612.777,10.072072072072071,0.9984,2,1.8496254508462035e-05,6,1.8496254508462035e-05,12,0.00022195505410154442
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1195.024,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1508,144,41627.15,200797.72,649.054,10.47222222222222,0.9984,2,2.399514098395075e-05,6,2.399514098395075e-05,12,0.000287941691807409
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1282.603,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 476000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",1896,173,41627.15,201598.69,673.11,10.959537572254336,0.9984,2,2.8827495765440836e-05,6,2.8827495765440836e-05,12,0.00034592994918529
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 476000;",581,35,1000.0,38105.1,114.45,16.6,0.0258,0,2.333333333333333e-05,4,2.333333333333333e-05,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 476000;",581,35,38050.03,43237.26,134.461,16.6,0.0258,1,2.333333333333333e-05,4,2.333333333333333e-05,4,9.333333333333332e-05
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,389.092,1.0,0.9984,0,0.0,3,1e-06,0,0.0
